,Tweet
8856,"RT @softyoj: If Eliud Kipchoge breaks his own world record with less that two hour in the 1.59 Challenge, I WILL MARRY"
8857,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
8858,The same people who are giving Eliud Kipchoge hope of the #ineos159challenge are the same who will be laughing at him in case he fails.
8859,"RT @INEOS159: ✈️ @EliudKipchoge to fly to Vienna tonight!
🗓️ Challenge window narrowed to 12th - 14th October

👇 Read about how and when th…"
8860,RT @Moha001_Onyango: For those who aren't good in Mazematic... Eliud Kipchoge is supposed to run a distance of 42 kms in less than 2 hours.…
8861,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
8862,RT @TheStarKenya: Olympic and world marathon champion Eliud Kipchoge will be making a second attempt to run under two hours https://t.co/wa…
8863,RT @TheStarKenya: Eliud Kipchoge will be attempting to run under two hours in the 42 kilometres race #INEOS159 #KipchogeINEOSChallenge http…
8864,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
8865,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
8866,"RT @Crazy_Nairobian: This world record cannot escape our Kenyan world record marathon holder, in short, it cannot Eliud Kipchoge 🇰🇪 😎"
8867,"RT @BloggerEld: Thanks Moi, another holiday #MoiDay. Then Monday we should also have another one to see our Eliud Kipchoge😂😂. Alafu 20th nd…"
8868,"RT @StandardKenya: World marathon record holder Eliud Kipchoge has left the country for the Ineos 1:59 Challenge in Vienna, Austria

Let's…"
8869,"RT @kuirab: Since it was pieced in 2018 by @nytimes, this remains one of the best articles I have read in a long time. Even bookmarked it.…"
8870,Olympic and world marathon champion Eliud Kipchoge will be making a second attempt to run under two hours… https://t.co/dA7q9jlbc3
8871,RT @Moha001_Onyango: For those who aren't good in Mazematic... Eliud Kipchoge is supposed to run a distance of 42 kms in less than 2 hours.…
8872,"RT @BambaSports: Eliud Kipchoge, Patrick Sang and team arrived safely in Vienna Austria this morning for the #INEOS159 challenge The challe…"
8873,"RT @AgizaRescue: ""You live simple, you train hard, you live an honest life. Then you are free"" Eliud Kipchoge.

All the best Eliud! #NoHuma…"
8874,RT @dailynation: Sh. 2.4 billion jet that flew Eliud Kipchoge to Vienna ahead of the INEOS 1:59 challenge https://t.co/6fCYANyyGH
8875,RT @Moha001_Onyango: For those who aren't good in Mazematic... Eliud Kipchoge is supposed to run a distance of 42 kms in less than 2 hours.…
8876,RT @dailynation: Sh. 2.4 billion jet that flew Eliud Kipchoge to Vienna ahead of the INEOS 1:59 challenge https://t.co/6fCYANyyGH
8877,RT @SirAlexas: Anyway Eliud Kipchoge became a legend in 2003 when single handedly destroyed Hicham El Guerrouj and Kenenisa Bekele at Stade…
8878,"RT @magixwear254: Alexander McQueen@4499ksh
Size 40_45
All colors available
Call WhatsApp 0701330965
🚚 Delivery done country wide
#magixwea…"
8879,"RT @CandRGroup: ""Passion is a choice. You need to choose to be great. It's not a chance, it's a choice."" – Eliud Kipchoge
#TuesdayMotivatio…"
8880,British billionaire flies Eliud Kipchoge in private jet ahead of INEOS challenge https://t.co/LqlcYdVdFy
8881,RT @Moha001_Onyango: For those who aren't good in Mazematic... Eliud Kipchoge is supposed to run a distance of 42 kms in less than 2 hours.…
8882,RT @Anestoh2: Eliud kipchoge should mentor this guy.sSometimes we discover our talent during adversity.#KipchogeINEOSChallenge #KenyattaUni…
8883,"RT @ntvkenya: Special jet for Eliud Kipchoge ahead of historic feat

https://t.co/f3hoJRiUM7 https://t.co/4cjcBauwkJ"
8884,"RT @StandardKenya: World marathon record holder Eliud Kipchoge has left the country for the Ineos 1:59 Challenge in Vienna, Austria

Let's…"
8885,Are we over stretching the support we're giving to Eliud Kipchoge? I sincerely hope we're not exerting so much pres… https://t.co/37pRABKyqE
8886,"RT @AjowiDavid: No longer running against other men, he's running against time.
INEOS1:59

KENYA is proud of you Eliud kipchoge 🏃🏃🏃
#eliudk…"
8887,"Kenya's worlds best marathoner Eliud Kipchoge will be on your screens this weekend, to break a record of under 2hou… https://t.co/ZE10TFPyJq"
8888,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
8889,"RT @Mukami_Mungai: 2 great things happening for Kenya now.

 1. Eliud Kipchoge rewriting history and breaking the 2 hour marathon barrier #…"
8890,"RT @Kenyans: Kipchoge was treated to the opulence of travelling in a Ksh 1.4 billion jet, owned by one of Great Britain's richest persons,…"
8891,"RT @Kenyans: Eliud Kipchoge on Sir Tom’s Gulfstream G280, which was flown by two pilots from Britain to Eldoret; to fly Kipchoge to Vienna.…"
8892,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
8893,"RT @ItsNyambane: Sammy Wanjiru was such a great talented Athletic. Rip to him

Eliud Kipchoge all the best in #INEOS159 Marathon.  The sky…"
8894,"RT @Crazy_Nairobian: This world record cannot escape our Kenyan world record marathon holder, in short, it cannot Eliud Kipchoge 🇰🇪 😎"
8895,"Defying human limits at the Ineos 1:59 challenge in Vienna. We are rooting for you Eliud Kipchoge.
#eliudkipchoge… https://t.co/S4j2PsWLJf"
8896,"RT @Mukami_Mungai: 2 great things happening for Kenya now.

 1. Eliud Kipchoge rewriting history and breaking the 2 hour marathon barrier #…"
8897,"RT @itsagneskagure: One thing stands out in Eliud Kipchoge, no record is good enough.
After achieving your goal, challenge yourself to even…"
8898,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
8899,"RT @StandardKenya: World marathon record holder Eliud Kipchoge has left the country for the Ineos 1:59 Challenge in Vienna, Austria

Let's…"
8900,"RT @kuirab: Since it was pieced in 2018 by @nytimes, this remains one of the best articles I have read in a long time. Even bookmarked it.…"
8901,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
8902,RT @Moha001_Onyango: For those who aren't good in Mazematic... Eliud Kipchoge is supposed to run a distance of 42 kms in less than 2 hours.…
8903,@EliudKipchoge @NNRunningTeam May the spirit of our Lord lead you and be with you in that race....all the best our… https://t.co/VkfcMVgih4
8904,"Wishing Eliud Kipchoge all the best 🤗🙌🙏

#KipchogeINEOSChallenge https://t.co/Y1LYRefsnE"
8905,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
8906,"RT @Kakamega_pundit: I feel so happy and emotional watching this. Naskia ni brother ya Eliud kipchoge

Team 🇰🇪 https://t.co/M808N2EZ9U"
8907,"RT @Crazy_Nairobian: This world record cannot escape our Kenyan world record marathon holder, in short, it cannot Eliud Kipchoge 🇰🇪 😎"
8908,"RT @ntvkenya: Special jet for Eliud Kipchoge ahead of historic feat

https://t.co/f3hoJRiUM7 https://t.co/4cjcBauwkJ"
8909,RT @nyobs_: All I want is for Eliud Kipchoge to finish that race so that he's recognized for the GOAT sportsman he is.
8910,RT @Nation_Sport: Special jet for Eliud Kipchoge ahead of historic feat https://t.co/eheQnW4NKO https://t.co/q6Ow9LBjIG
8911,"RT @lwalubengo: Dreams + hard work + sticking the course. This is just amazing.
https://t.co/wuXJvPugkM"
8912,All I want is for Eliud Kipchoge to finish that race so that he's recognized for the GOAT sportsman he is.
8913,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
8914,"RT @Crazy_Nairobian: This world record cannot escape our Kenyan world record marathon holder, in short, it cannot Eliud Kipchoge 🇰🇪 😎"
8915,"RT @kuirab: Since it was pieced in 2018 by @nytimes, this remains one of the best articles I have read in a long time. Even bookmarked it.…"
8916,"RT @kuirab: Since it was pieced in 2018 by @nytimes, this remains one of the best articles I have read in a long time. Even bookmarked it.…"
8917,RT @Moha001_Onyango: For those who aren't good in Mazematic... Eliud Kipchoge is supposed to run a distance of 42 kms in less than 2 hours.…
8918,RT @AthleticsWeekly: BBC and Eurosport have been added to the list of broadcasters who are going to show the INEOS 1:59 Challenge in Vienna…
8919,RT @Moha001_Onyango: For those who aren't good in Mazematic... Eliud Kipchoge is supposed to run a distance of 42 kms in less than 2 hours.…
8920,REVEALED:Eliud Kipchoge Tops List of Richest Athletes in Africa https://t.co/p7jbfEi5f3 https://t.co/ceTkp4ills
8921,REVEALED:Eliud Kipchoge Tops List of Richest Athletes in Africa https://t.co/ot7ZDEtOST https://t.co/p1LpvOtAEh
8922,REVEALED:Eliud Kipchoge Tops List of Richest Athletes in Africa https://t.co/pj2mtnXSTm https://t.co/BW1LAmCSFx
8923,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
8924,RT @dailynation: Sh. 2.4 billion jet that flew Eliud Kipchoge to Vienna ahead of the INEOS 1:59 challenge https://t.co/6fCYANyyGH
8925,"RT @Mukami_Mungai: 2 great things happening for Kenya now.

 1. Eliud Kipchoge rewriting history and breaking the 2 hour marathon barrier #…"
8926,Sh. 2.4 billion jet that flew Eliud Kipchoge to Vienna ahead of the INEOS 1:59 challenge https://t.co/6fCYANyyGH
8927,"RT @kuirab: Since it was pieced in 2018 by @nytimes, this remains one of the best articles I have read in a long time. Even bookmarked it.…"
8928,RT @sammarie_c: Eliud Kipchoge I wish you well G.O.A.T.
8929,"RT @BloggerEld: Thanks Moi, another holiday #MoiDay. Then Monday we should also have another one to see our Eliud Kipchoge😂😂. Alafu 20th nd…"
8930,"Since it was pieced in 2018 by @nytimes, this remains one of the best articles I have read in a long time. Even boo… https://t.co/NV5VuQtdKl"
8931,RT @ogxxv: World holds its breath as Kipchoge goes for record https://t.co/sCm35HPpkL https://t.co/kzJJRQN2sp
8932,RT @AthleticsWeekly: BBC and Eurosport have been added to the list of broadcasters who are going to show the INEOS 1:59 Challenge in Vienna…
8933,RT @sammarie_c: Eliud Kipchoge I wish you well G.O.A.T.
8934,"RT @Jimmywanjigi1: I've never been so keen on an athlete like am keen on Eliud Kipchoge
Ever since I started watching the 2hrs plus maratho…"
8935,RT @CarolRadull: Eliud Kipchoge flew out last night from his training base in Eldoret town to Vienna Austria ahead of his attempt to run ma…
8936,RT @Anestoh2: Eliud kipchoge should mentor this guy.sSometimes we discover our talent during adversity.#KipchogeINEOSChallenge #KenyattaUni…
8937,"RT @Kakamega_pundit: I feel so happy and emotional watching this. Naskia ni brother ya Eliud kipchoge

Team 🇰🇪 https://t.co/M808N2EZ9U"
8938,World holds its breath as Kipchoge goes for record https://t.co/sCm35HPpkL https://t.co/kzJJRQN2sp
8939,"RT @TeamWiliamRuto: INEOS 1:59 CHALLENGE 
All the best to Eliud Kipchoge."
8940,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
8941,"RT @Kakamega_pundit: I feel so happy and emotional watching this. Naskia ni brother ya Eliud kipchoge

Team 🇰🇪 https://t.co/M808N2EZ9U"
8942,"RT @TeamWiliamRuto: INEOS 1:59 CHALLENGE 
All the best to Eliud Kipchoge."
8943,RT @CarolRadull: Eliud Kipchoge flew out last night from his training base in Eldoret town to Vienna Austria ahead of his attempt to run ma…
8944,RT @citizentvkenya: The ‘impossible’ record Eliud Kipchoge hopes to break in Vienna and why it matters https://t.co/xvBKyaY3cU https://t.co…
8945,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
8946,RT @VinieO: Saturday 8 am- Eliud Kipchoge time.
8947,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
8948,"RT @Crazy_Nairobian: This world record cannot escape our Kenyan world record marathon holder, in short, it cannot Eliud Kipchoge 🇰🇪 😎"
8949,"RT @BloggerEld: Thanks Moi, another holiday #MoiDay. Then Monday we should also have another one to see our Eliud Kipchoge😂😂. Alafu 20th nd…"
8950,"RT @nelsonmwangi00: No longer running against other men, he's running against time.
INEOS1:59

KENYA is proud of you Eliud kipchoge 

See y…"
8951,RT @CarolRadull: Eliud Kipchoge flew out last night from his training base in Eldoret town to Vienna Austria ahead of his attempt to run ma…
8952,"""You live simple, you train hard, you live an honest life. Then you are free"" Eliud Kipchoge.

All the best Eliud!… https://t.co/PxutvGgkIL"
8953,"RT @itsagneskagure: One thing stands out in Eliud Kipchoge, no record is good enough.
After achieving your goal, challenge yourself to even…"
8954,"RT @Kakamega_pundit: I feel so happy and emotional watching this. Naskia ni brother ya Eliud kipchoge

Team 🇰🇪 https://t.co/M808N2EZ9U"
8955,"RT @Moha001_Onyango: Folks, Eliud Kipchoge is so good that he's competing with no one in Vienna... They brought a private jet to fly him ou…"
8956,"Eliud Kipchoge a man of his own league. It is no longer about others but about time.

A man aspiring to break his o… https://t.co/jTftUKmPKY"
8957,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
8958,"RT @Araap_Sang: Eliud Kipchoge is without doubt the world's G.O.A.T marathoner. On behalf of the great people of Nandi, we wish him the ver…"
8959,"RT @Onorpik: Eliud Kipchoge sleeps in a simple 4*6 bed.
Some of us here will run to loan apps to acquire king size beds.
Be humble my frien…"
8960,RT @Wafunya: They should make movies about Eliud Kipchoge before Hollywood comes along to tell lies that will make Americans heroes in anot…
8961,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
8962,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
8963,"RT @BloggerEld: Thanks Moi, another holiday #MoiDay. Then Monday we should also have another one to see our Eliud Kipchoge😂😂. Alafu 20th nd…"
8964,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
8965,"RT @Crazy_Nairobian: This world record cannot escape our Kenyan world record marathon holder, in short, it cannot Eliud Kipchoge 🇰🇪 😎"
8966,"RT @StandardKenya: World marathon record holder Eliud Kipchoge has left the country for the Ineos 1:59 Challenge in Vienna, Austria

Let's…"
8967,"RT @Moha001_Onyango: Folks, Eliud Kipchoge is so good that he's competing with no one in Vienna... They brought a private jet to fly him ou…"
8968,RT @AmedoShair: Eliud Kipchoge will have to run at a speed of 5.83 metres per second to achieve this.  50M Kenyans are behind #EliudKipchog…
8969,"RT @BrianSikulu1: [PHOTOS] Details of special jet that picked Eliud Kipchoge from Kenya 
Here is the number of pilots who will be flying th…"
8970,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
8971,RT @Wafunya: They should make movies about Eliud Kipchoge before Hollywood comes along to tell lies that will make Americans heroes in anot…
8972,RT @Anestoh2: Eliud kipchoge should mentor this guy.sSometimes we discover our talent during adversity.#KipchogeINEOSChallenge #KenyattaUni…
8973,RT @TheStarBreaking: FIFTEEN Kenyans among 41 pacemakers who will run with Eliud Kipchoge in the #INEOS159 #KipchogeINEOSChallenge https://…
8974,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
8975,RT @CarolRadull: Eliud Kipchoge flew out last night from his training base in Eldoret town to Vienna Austria ahead of his attempt to run ma…
8976,RT @Moha001_Onyango: For those who aren't good in Mazematic... Eliud Kipchoge is supposed to run a distance of 42 kms in less than 2 hours.…
8977,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
8978,"RT @Kenyans: Kipchoge was treated to the opulence of travelling in a Ksh 1.4 billion jet, owned by one of Great Britain's richest persons,…"
8979,"2 great things happening for Kenya now.

 1. Eliud Kipchoge rewriting history and breaking the 2 hour marathon barr… https://t.co/d7Jl6fTciJ"
8980,"RT @Crazy_Nairobian: This world record cannot escape our Kenyan world record marathon holder, in short, it cannot Eliud Kipchoge 🇰🇪 😎"
8981,"RT @itsagneskagure: One thing stands out in Eliud Kipchoge, no record is good enough.
After achieving your goal, challenge yourself to even…"
8982,"RT @Tuesday3795: Eliud kipchoge takes this further by linking discipline to freedom.

“Only the disciplined ones are free in life. If you a…"
8983,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
8984,RT @Anestoh2: Eliud kipchoge should mentor this guy.sSometimes we discover our talent during adversity.#KipchogeINEOSChallenge #KenyattaUni…
8985,"RT @StandardKenya: World marathon record holder Eliud Kipchoge has left the country for the Ineos 1:59 Challenge in Vienna, Austria

Let's…"
8986,"‼️6 Weeks until Regionals ‼️ Our male athlete this week is..

Junior Levi Neuzerling:
➡️ He can ride a unicycle 
➡️… https://t.co/wPTd1eCMTQ"
8987,RT @Anestoh2: Eliud kipchoge should mentor this guy.sSometimes we discover our talent during adversity.#KipchogeINEOSChallenge #KenyattaUni…
8988,RT @citizentvkenya: The ‘impossible’ record Eliud Kipchoge hopes to break in Vienna and why it matters https://t.co/xvBKyaY3cU https://t.co…
8989,"I've never been so keen on an athlete like am keen on Eliud Kipchoge
Ever since I started watching the 2hrs plus ma… https://t.co/1RFsSWWGse"
8990,"RT @Nikita_Kering: “In life, the idea is to be happy. So, I believe in calm, simple, low-profile life. You live simple, you train hard and…"
8991,"RT @Kakamega_pundit: I feel so happy and emotional watching this. Naskia ni brother ya Eliud kipchoge

Team 🇰🇪 https://t.co/M808N2EZ9U"
8992,"RT @StandardKenya: World marathon record holder Eliud Kipchoge has left the country for the Ineos 1:59 Challenge in Vienna, Austria

Let's…"
8993,"RT @Jason_Sagini: He is way above racing with men, he now races with time! Eliud Kipchoge, ""The Flash"" ⚡⚡⚡ Go Go Go Champ!!💪💪 #INEOS159 #el…"
8994,"RT @INEOS159: ✈️ @EliudKipchoge to fly to Vienna tonight!
🗓️ Challenge window narrowed to 12th - 14th October

👇 Read about how and when th…"
8995,"RT @jojo_sawe: If Eliud Kipchoge breaks that record,eldoret husbands will not go home to their wives for the next two or more weeks😂"
8996,"RT @Jason_Sagini: He is way above racing with men, he now races with time! Eliud Kipchoge, ""The Flash"" ⚡⚡⚡ Go Go Go Champ!!💪💪 #INEOS159 #el…"
8997,"RT @StandardKenya: World marathon record holder Eliud Kipchoge has left the country for the Ineos 1:59 Challenge in Vienna, Austria

Let's…"
8998,"RT @Kakamega_pundit: I feel so happy and emotional watching this. Naskia ni brother ya Eliud kipchoge

Team 🇰🇪 https://t.co/M808N2EZ9U"
8999,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
9000,RT @TheStarBreaking: FIFTEEN Kenyans among 41 pacemakers who will run with Eliud Kipchoge in the #INEOS159 #KipchogeINEOSChallenge https://…
9001,"The INEOS 1:59 Challenge this coming weekend.
Go Eliud Kipchoge go.
#NOHUMANISLIMITED"
9002,"RT @itsagneskagure: One thing stands out in Eliud Kipchoge, no record is good enough.
After achieving your goal, challenge yourself to even…"
9003,"RT @Mwirigi: This dude runs so fast they need a team of 41 pacesetters operating in shifts. 

They can't have one team of guys run with him…"
9004,"RT @Bethuruto: Eliud Kipchoge has just landed in Vienna ...All the best king🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪
#INEOS159 
#NoHumanIsLimited 
#GamblingG…"
9005,"RT @Crazy_Nairobian: This world record cannot escape our Kenyan world record marathon holder, in short, it cannot Eliud Kipchoge 🇰🇪 😎"
9006,"If Eliud Kipchoge runs below 2 hours, we deserve a holiday to celebrate that 

 #KipchogeINEOSChallenge"
9007,RT @NonieMG: My favourite KOT moment is when those Laureus people were acting like a whack “friend” posting your worst selfie online and y’…
9008,"I am personally emotionally invested in Eliud Kipchoge’s #INEOS159 challenge,hope he ace’s it"
9009,"#KipchogeINEOSChallenge wishing eliud kipchoge all the best, the Og in marathon"
9010,RT @NonieMG: My favourite KOT moment is when those Laureus people were acting like a whack “friend” posting your worst selfie online and y’…
9011,"RT @Crazy_Nairobian: This world record cannot escape our Kenyan world record marathon holder, in short, it cannot Eliud Kipchoge 🇰🇪 😎"
9012,"[PHOTOS] Details of special jet that picked Eliud Kipchoge from Kenya 
Here is the number of pilots who will be fly… https://t.co/G4c2zLFl8k"
9013,Eliud Kipchoge you are a legend go for it man go for it 1:59
9014,RT @Anestoh2: Eliud kipchoge should mentor this guy.sSometimes we discover our talent during adversity.#KipchogeINEOSChallenge #KenyattaUni…
9015,"RT @Crazy_Nairobian: This world record cannot escape our Kenyan world record marathon holder, in short, it cannot Eliud Kipchoge 🇰🇪 😎"
9016,RT @CarolRadull: Eliud Kipchoge flew out last night from his training base in Eldoret town to Vienna Austria ahead of his attempt to run ma…
9017,Nani amecheki hiyo private jet! Kali sana bro...  That British billionaire knows how to use his cash! All the best… https://t.co/vUeFgr0bcy
9018,"RT @Kakamega_pundit: I feel so happy and emotional watching this. Naskia ni brother ya Eliud kipchoge

Team 🇰🇪 https://t.co/M808N2EZ9U"
9019,"RT @Kenyans: Eliud Kipchoge on Sir Tom’s Gulfstream G280, which was flown by two pilots from Britain to Eldoret; to fly Kipchoge to Vienna.…"
9020,RT @CarolRadull: Eliud Kipchoge flew out last night from his training base in Eldoret town to Vienna Austria ahead of his attempt to run ma…
9021,"RT @Crazy_Nairobian: This world record cannot escape our Kenyan world record marathon holder, in short, it cannot Eliud Kipchoge 🇰🇪 😎"
9022,"RT @AjowiDavid: No longer running against other men, he's running against time.
INEOS1:59

KENYA is proud of you Eliud kipchoge 🏃🏃🏃
#eliudk…"
9023,C-Zars will be watching Eliud Kipchoge live in action in Australia🤣🤣🤣
9024,"RT @StandardKenya: World marathon record holder Eliud Kipchoge has left the country for the Ineos 1:59 Challenge in Vienna, Austria

Let's…"
9025,"RT @Bethuruto: Lesson from Eliud Kipchoge
When you do it for the genuine love of your trade and not for the show,
When you keep pushing, wo…"
9026,"RT @Jason_Sagini: He is way above racing with men, he now races with time! Eliud Kipchoge, ""The Flash"" ⚡⚡⚡ Go Go Go Champ!!💪💪 #INEOS159 #el…"
9027,"RT @cbs_ke: When you have one of your own, Eliud Kipchoge flying to Vienna in Style to Rewrite WR.
Charles Lokong' is not Left behind to th…"
9028,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
9029,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
9030,"RT @Kakamega_pundit: I feel so happy and emotional watching this. Naskia ni brother ya Eliud kipchoge

Team 🇰🇪 https://t.co/M808N2EZ9U"
9031,"RT @pauliddiali: Kenyans are born with that running software pre installed it kicks in when fear and danger is detected!

Eliud Kipchoge ju…"
9032,RT @ntvkenya: World record marathon holder Eliud Kipchoge has flown to Austria tonight straight from his training camp in Uasin Gishu Count…
9033,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
9034,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
9035,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
9036,RT @Moha001_Onyango: For those who aren't good in Mazematic... Eliud Kipchoge is supposed to run a distance of 42 kms in less than 2 hours.…
9037,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
9038,"RT @AjowiDavid: No longer running against other men, he's running against time.
INEOS1:59

KENYA is proud of you Eliud kipchoge 🏃🏃🏃
#eliudk…"
9039,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
9040,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
9041,"RT @Crazy_Nairobian: This world record cannot escape our Kenyan world record marathon holder, in short, it cannot Eliud Kipchoge 🇰🇪 😎"
9042,"RT @Crazy_Nairobian: This world record cannot escape our Kenyan world record marathon holder, in short, it cannot Eliud Kipchoge 🇰🇪 😎"
9043,"RT @AjowiDavid: No longer running against other men, he's running against time.
INEOS1:59

KENYA is proud of you Eliud kipchoge 🏃🏃🏃
#eliudk…"
9044,"RT @Jason_Sagini: He is way above racing with men, he now races with time! Eliud Kipchoge, ""The Flash"" ⚡⚡⚡ Go Go Go Champ!!💪💪 #INEOS159 #el…"
9045,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
9046,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
9047,RT @CarolRadull: Eliud Kipchoge flew out last night from his training base in Eldoret town to Vienna Austria ahead of his attempt to run ma…
9048,"RT @Kakamega_pundit: I feel so happy and emotional watching this. Naskia ni brother ya Eliud kipchoge

Team 🇰🇪 https://t.co/M808N2EZ9U"
9049,RT @Wafunya: They should make movies about Eliud Kipchoge before Hollywood comes along to tell lies that will make Americans heroes in anot…
9050,"RT @Araap_Sang: Eliud Kipchoge is without doubt the world's G.O.A.T marathoner. On behalf of the great people of Nandi, we wish him the ver…"
9051,"#INEOS159

It's us against time in Vienna, Eliud Kipchoge can't do it on his own, he needs our support. https://t.co/Q9tcbr6bKk"
9052,"RT @Kenyans: Kipchoge was treated to the opulence of travelling in a Ksh 1.4 billion jet, owned by one of Great Britain's richest persons,…"
9053,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
9054,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
9055,"RT @Kakamega_pundit: I feel so happy and emotional watching this. Naskia ni brother ya Eliud kipchoge

Team 🇰🇪 https://t.co/M808N2EZ9U"
9056,"@karennyamunbo A proud Citizen,our heads are risen high  once again courtesy of Eliud Kipchoge.What a patriot!"
9057,"RT @itsagneskagure: One thing stands out in Eliud Kipchoge, no record is good enough.
After achieving your goal, challenge yourself to even…"
9058,"RT @StandardKenya: World marathon record holder Eliud Kipchoge has left the country for the Ineos 1:59 Challenge in Vienna, Austria

Let's…"
9059,RT @Wafunya: They should make movies about Eliud Kipchoge before Hollywood comes along to tell lies that will make Americans heroes in anot…
9060,"RT @nelsonmwangi00: No longer running against other men, he's running against time.
INEOS1:59

KENYA is proud of you Eliud kipchoge 

See y…"
9061,"RT @StandardKenya: World marathon record holder Eliud Kipchoge has left the country for the Ineos 1:59 Challenge in Vienna, Austria

Let's…"
9062,"RT @ItsNyambane: Sammy Wanjiru was such a great talented Athletic. Rip to him

Eliud Kipchoge all the best in #INEOS159 Marathon.  The sky…"
9063,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
9064,"RT @VybezRadioKE: Today's #VybezAdrenaline picture of the Day celebrates the iconic Eliud Kipchoge 🤩

What's your caption?

Best comments w…"
9065,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
9066,"RT @Moha001_Onyango: You want a whole Legend like Eliud Kipchoge to be given HSC so that he falls in the same category with Githeri man, Ro…"
9067,RT @citizentvkenya: The ‘impossible’ record Eliud Kipchoge hopes to break in Vienna and why it matters https://t.co/xvBKyaY3cU https://t.co…
9068,"RT @marshal_chonga: Lets show some love to our brother Eliud Kipchoge. Lets RETWEET and like at the same time #INEOS159
#KipchogeINEOSChall…"
9069,"RT @EriqueCnyua: As soon as the world realized it was impossible for any human to beat @EliudKipchoge,the billionaires want him to now chas…"
9070,"RT @JNKioni: Eliud Kipchoge You are a Legend, I wish you all the Best at Vienna, Austria.....
No human is Limited. You can Do it again.
#Ki…"
9071,"RT @KimNelson_: If Eliud Kipchoge decides to walk from Railways hadi Jivanjee, how many Kenyans will recognize him? How many will even stop…"
9072,"One thing stands out in Eliud Kipchoge, no record is good enough.
After achieving your goal, challenge yourself to… https://t.co/nNw9FeNsL3"
